Sold Price,Beds,Baths,Floors,Garage Spaces,Lot Size (sq ft),Home Size (sq ft),Year Built,School Score Avg,Walk Score,Transit Score,Bike Score,Laundry,Heating,Air Conditioning,Pool,Address,City,County,Zip Code,Property Type,Sold Status,URL
1918000,4,2.0,1,2,6224.724,1475,1951,7.666666666666667,58,40,93,True,True,False,True,4207 PARK BLVD,PALO ALTO,SANTA CLARA COUNTY,94306,SINGLE FAMILY HOME,Sold,https://www.redfin.com/CA/Palo-Alto/4207-Park-Blvd-94306/home/2120547
4600000,4,4.5,1,2,11608.74,2752,2013,7.666666666666667,73,47,98,True,True,True,True,4360 SILVA CT,PALO ALTO,SANTA CLARA COUNTY,94306,SINGLE FAMILY HOME,nan,https://www.redfin.com/CA/Palo-Alto/4360-Silva-Ct-94306/home/2120560
4150000,4,2.0,1,2,13939.2,1537,1951,7.666666666666667,49,46,92,True,True,False,True,367 WHITCLEM PL,PALO ALTO,SANTA CLARA COUNTY,94306,SINGLE FAMILY HOME,Sold,https://www.redfin.com/CA/Palo-Alto/367-Whitclem-Pl-94306/home/2120644
7410000,5,4.5,2,2,14535.972,4659,2006,8.666666666666666,71,27,97,True,True,True,True,780 ROSEWOOD DR,PALO ALTO,SANTA CLARA COUNTY,94303,SINGLE FAMILY HOME,nan,https://www.redfin.com/CA/Palo-Alto/780-Rosewood-Dr-94303/home/12171350
2420000,4,2.5,2,1,2260.764,1572,1996,7.666666666666667,85,48,95,True,True,False,True,448 DEL MEDIO AVE,MOUNTAIN VIEW,SANTA CLARA COUNTY,94040,SINGLE FAMILY HOME,Sold,https://www.redfin.com/CA/Mountain-View/448-Del-Medio-Ave-94040/home/12171627
3812000,5,3.5,3,2,2561.328,2893,2008,7.666666666666667,61,45,96,True,True,True,True,425 ALDER LN,PALO ALTO,SANTA CLARA COUNTY,94306,SINGLE FAMILY HOME,nan,https://www.redfin.com/CA/Palo-Alto/425-Alder-Ln-94306/home/17885808
6700000,6,6.5,3,4,25944.336,6338,2009,7.666666666666667,22,36,80,True,True,True,True,893 LAVERNE WAY,LOS ALTOS,SANTA CLARA COUNTY,94022,SINGLE FAMILY HOME,nan,https://www.redfin.com/CA/Los-Altos/893-Laverne-Way-94022/home/21697150
3550000,4,3.5,3,2,3841.992,2400,2009,7.666666666666667,62,45,96,True,True,True,True,4242 NOBLE ST,PALO ALTO,SANTA CLARA COUNTY,94306,SINGLE FAMILY HOME,Sold,https://www.redfin.com/CA/Palo-Alto/4242-Noble-St-94306/home/21912887
2828000,4,3.0,1,2,5227.2,1395,1948,8.666666666666666,76,31,97,True,True,False,True,680 COLORADO AVE,PALO ALTO,SANTA CLARA COUNTY,94306,SINGLE FAMILY HOME,Sold,https://www.redfin.com/CA/Palo-Alto/680-Colorado-Ave-94306/home/23477298
2918000,3,2.5,2,2,2217.204,1846,2010,7.666666666666667,61,46,95,True,True,True,True,406 PRATT LN,PALO ALTO,SANTA CLARA COUNTY,94306,SINGLE FAMILY HOME,Sold,https://www.redfin.com/CA/Palo-Alto/406-Pratt-Ln-94306/home/40175584
6300000,5,4.5,2,1,2217.204,3340,2020,8.0,51,24,89,True,True,True,True,900 N CALIFORNIA AVE,PALO ALTO,SANTA CLARA COUNTY,94303,SINGLE FAMILY HOME,Sold,https://www.redfin.com/CA/Palo-Alto/900-N-California-Ave-94303/home/168865569
4663250,5,6.0,2,1,6019.991999999999,4055,2021,7.666666666666667,57,42,92,True,True,True,True,4121 ORCHARD CT,PALO ALTO,SANTA CLARA COUNTY,94306,SINGLE FAMILY HOME,nan,https://www.redfin.com/CA/Palo-Alto/4121-Orchard-Ct-94306/home/168868862
5020000,5,6.0,2,1,6024.348,4291,2021,7.666666666666667,54,43,91,True,True,True,True,4158 ORCHARD CT,PALO ALTO,SANTA CLARA COUNTY,94306,SINGLE FAMILY HOME,Sold,https://www.redfin.com/CA/Palo-Alto/4158-Orchard-Ct-94306/home/168868868
4013500,5,4.5,2,1,5000.688,3490,2021,7.666666666666667,54,43,91,True,True,True,True,4168 ORCHARD CT,PALO ALTO,SANTA CLARA COUNTY,94306,SINGLE FAMILY HOME,Sold,https://www.redfin.com/CA/Palo-Alto/4168-Orchard-Ct-94306/home/168868869
4860000,5,6.0,2,1,5680.223999999999,4186,2021,7.666666666666667,54,43,91,True,True,True,True,4178 ORCHARD CT,PALO ALTO,SANTA CLARA COUNTY,94306,SINGLE FAMILY HOME,nan,https://www.redfin.com/CA/Palo-Alto/4178-Orchard-Ct-94306/home/168868870
4600000,6,5.0,2,2,5680.223999999999,3572,2021,7.666666666666667,43,43,87,True,True,True,True,639 ARASTRADERO RD,PALO ALTO,SANTA CLARA COUNTY,94306,SINGLE FAMILY HOME,Sold,https://www.redfin.com/CA/Palo-Alto/639-Arastradero-Rd-94306/home/168869865
3100000,4,3.5,2,1,7496.676,1650,2021,7.666666666666667,87,49,91,True,True,True,False,845 WEBSTER ST,PALO ALTO,SANTA CLARA COUNTY,94301,SINGLE FAMILY HOME,Sold,https://www.redfin.com/CA/Palo-Alto/845-Webster-St-94301/home/176143734
2625000,2,2.5,1,0,6734.375999999999,2400,1953,7.666666666666667,84,46,100,True,True,False,False,440 PEPPER AVE,PALO ALTO,SANTA CLARA COUNTY,94306,SINGLE FAMILY HOME,Sold,https://www.redfin.com/CA/Palo-Alto/440-Pepper-Ave-94306/home/179110378
4211068,4,3.0,1,0,6734.375999999999,2063,1946,8.0,33,35,76,True,False,False,True,1011 HUTCHINSON AVE,PALO ALTO,SANTA CLARA COUNTY,94301,SINGLE FAMILY RESIDENTIAL,nan,https://www.redfin.com/CA/Palo-Alto/1011-Hutchinson-Ave-94301/home/546156
nan,nan,nan,1,0,6734.375999999999,1372,1902,7.666666666666667,93,52,100,True,False,False,False,319 ADDISON AVE,PALO ALTO,SANTA CLARA COUNTY,94301,MULTI-FAMILY (2-4 UNIT),Sold,https://www.redfin.com/CA/Palo-Alto/319-Addison-Ave-94301/home/588838
6327628,4,3.0,1,0,6734.375999999999,2669,1907,7.666666666666667,90,50,99,True,False,False,False,326 ADDISON AVE,PALO ALTO,SANTA CLARA COUNTY,94301,SINGLE FAMILY RESIDENTIAL,Sold,https://www.redfin.com/CA/Palo-Alto/326-Addison-Ave-94301/home/588863
5850101,4,2.0,2,0,6734.375999999999,2008,1923,7.666666666666667,90,50,99,True,False,False,False,1027 WAVERLEY ST,PALO ALTO,SANTA CLARA COUNTY,94301,SINGLE FAMILY RESIDENTIAL,nan,https://www.redfin.com/CA/Palo-Alto/1027-Waverley-St-94301/home/588886
3258650,6,2.0,1,0,6734.375999999999,1688,1951,9.0,23,23,86,True,False,False,True,954 VAN AUKEN CIR,PALO ALTO,SANTA CLARA COUNTY,94303,SINGLE FAMILY RESIDENTIAL,nan,https://www.redfin.com/CA/Palo-Alto/954-Van-Auken-Cir-94303/home/592938
3030097,3,2.0,1,0,6734.375999999999,1412,1956,9.0,46,27,93,True,False,False,True,3583 LUPINE AVE,PALO ALTO,SANTA CLARA COUNTY,94303,SINGLE FAMILY RESIDENTIAL,nan,https://www.redfin.com/CA/Palo-Alto/3583-Lupine-Ave-94303/home/594088
3767752,4,2.0,1,0,6734.375999999999,1630,1956,9.0,69,29,99,False,False,False,True,3925 BIBBITS DR,PALO ALTO,SANTA CLARA COUNTY,94303,SINGLE FAMILY RESIDENTIAL,nan,https://www.redfin.com/CA/Palo-Alto/3925-Bibbits-Dr-94303/home/595151
4004827,6,4.0,1,0,6734.375999999999,2729,1949,9.0,57,38,94,True,False,False,True,3462 BRYANT ST,PALO ALTO,SANTA CLARA COUNTY,94306,SINGLE FAMILY RESIDENTIAL,nan,https://www.redfin.com/CA/Palo-Alto/3462-Bryant-St-94306/home/600187
3842530,3,2.0,1,0,6734.375999999999,1431,1951,8.666666666666666,59,31,94,True,False,False,True,3200 KIPLING ST,PALO ALTO,SANTA CLARA COUNTY,94306,SINGLE FAMILY RESIDENTIAL,nan,https://www.redfin.com/CA/Palo-Alto/3200-Kipling-St-94306/home/600402
2474455,2,1.0,1,0,6734.375999999999,942,1945,8.666666666666666,76,37,100,True,False,False,True,2761 COWPER ST,PALO ALTO,SANTA CLARA COUNTY,94306,SINGLE FAMILY RESIDENTIAL,Sold,https://www.redfin.com/CA/Palo-Alto/2761-Cowper-St-94306/home/603614
3453192,4,2.0,1,0,6734.375999999999,1442,1953,7.666666666666667,63,40,93,False,False,False,True,770 ENCINA GRANDE DR,PALO ALTO,SANTA CLARA COUNTY,94306,SINGLE FAMILY RESIDENTIAL,Sold,https://www.redfin.com/CA/Palo-Alto/770-Encina-Grande-Dr-94306/home/605872
3809859,2,4.0,1,0,6734.375999999999,1692,1910,7.666666666666667,90,58,100,False,False,False,True,170 HAWTHORNE AVE,PALO ALTO,SANTA CLARA COUNTY,94301,SINGLE FAMILY RESIDENTIAL,nan,https://www.redfin.com/CA/Palo-Alto/170-Hawthorne-Ave-94301/home/606658
2809796,3,2.0,1,0,6734.375999999999,1516,1952,9.0,45,24,91,True,False,False,True,886 LOMA VERDE AVE,PALO ALTO,SANTA CLARA COUNTY,94303,SINGLE FAMILY RESIDENTIAL,nan,https://www.redfin.com/CA/Palo-Alto/886-Loma-Verde-Ave-94303/home/606839
2748408,3,2.0,1,0,6734.375999999999,1128,1953,9.0,61,39,93,True,False,False,True,228 E CHARLESTON RD,PALO ALTO,SANTA CLARA COUNTY,94306,SINGLE FAMILY RESIDENTIAL,Sold,https://www.redfin.com/CA/Palo-Alto/228-E-Charleston-Rd-94306/home/609484
2712345,2,1.0,1,0,6734.375999999999,946,1926,7.666666666666667,71,42,99,True,False,False,True,2254 OBERLIN ST,PALO ALTO,SANTA CLARA COUNTY,94306,SINGLE FAMILY RESIDENTIAL,nan,https://www.redfin.com/CA/Palo-Alto/2254-Oberlin-St-94306/home/642445
3671305,2,2.0,1,0,6734.375999999999,1743,1947,8.666666666666666,68,41,99,True,False,False,False,2761 SOUTH CT,PALO ALTO,SANTA CLARA COUNTY,94306,SINGLE FAMILY RESIDENTIAL,Sold,https://www.redfin.com/CA/Palo-Alto/2761-South-Ct-94306/home/721860
3116868,3,2.0,1,0,6734.375999999999,1347,1930,8.333333333333334,nan,nan,nan,True,False,False,True,14735 SALTAMONTES WAY,LOS ALTOS HILLS,SANTA CLARA COUNTY,94022,SINGLE FAMILY RESIDENTIAL,Sold,https://www.redfin.com/CA/Los-Altos-Hills/14735-Saltamontes-Way-94022/home/742845
3776662,3,2.0,1,0,6734.375999999999,1591,1955,9.0,45,25,90,True,False,False,True,3103 STELLING DR,PALO ALTO,SANTA CLARA COUNTY,94303,SINGLE FAMILY RESIDENTIAL,nan,https://www.redfin.com/CA/Palo-Alto/3103-Stelling-Dr-94303/home/767864
2669470,2,2.0,2,0,6734.375999999999,1231,1915,7.666666666666667,85,44,100,True,False,False,True,870 COLLEGE AVE,PALO ALTO,SANTA CLARA COUNTY,94306,SINGLE FAMILY RESIDENTIAL,Sold,https://www.redfin.com/CA/Palo-Alto/870-College-Ave-94306/home/813044
3310216,3,2.0,1,0,6734.375999999999,1831,1947,7.666666666666667,67,41,90,False,False,False,False,232 MARMONA DR,MENLO PARK,SAN MATEO COUNTY,94025,SINGLE FAMILY RESIDENTIAL,Sold,https://www.redfin.com/CA/Menlo-Park/232-Marmona-Dr-94025/home/858699
4157025,3,4.0,1,0,6734.375999999999,2700,1958,7.666666666666667,64,55,97,False,False,False,True,159 E CREEK DR,MENLO PARK,SAN MATEO COUNTY,94025,SINGLE FAMILY RESIDENTIAL,nan,https://www.redfin.com/CA/Menlo-Park/159-E-Creek-Dr-94025/home/860163
3893781,3,2.5,1,0,6734.375999999999,2400,1953,7.666666666666667,61,54,96,False,False,False,True,335 CLAREMONT WAY,MENLO PARK,SAN MATEO COUNTY,94025,SINGLE FAMILY RESIDENTIAL,Sold,https://www.redfin.com/CA/Menlo-Park/335-Claremont-Way-94025/home/861510
5223264,5,3.0,2,0,6734.375999999999,3190,1988,9.0,30,24,88,True,False,False,True,914 BAUTISTA CT,PALO ALTO,SANTA CLARA COUNTY,94303,SINGLE FAMILY RESIDENTIAL,nan,https://www.redfin.com/CA/Palo-Alto/914-Bautista-Ct-94303/home/906727
2933271,2,1.0,1,0,6734.375999999999,1020,1924,7.666666666666667,80,52,100,False,False,False,False,141 COWPER ST,PALO ALTO,SANTA CLARA COUNTY,94301,SINGLE FAMILY RESIDENTIAL,nan,https://www.redfin.com/CA/Palo-Alto/141-Cowper-St-94301/home/967097
8010300,7,6.5,2,0,6734.375999999999,6200,2021,8.0,0,0,2,False,False,False,True,3124 ALEXIS DR,PALO ALTO,SANTA CLARA COUNTY,94304,SINGLE FAMILY RESIDENTIAL,nan,https://www.redfin.com/CA/Palo-Alto/3124-Alexis-Dr-94304/home/1057482
4107026,4,3.0,2,0,6734.375999999999,2268,1946,8.666666666666666,71,27,97,True,False,False,True,790 ROSEWOOD DR,PALO ALTO,SANTA CLARA COUNTY,94303,SINGLE FAMILY RESIDENTIAL,Sold,https://www.redfin.com/CA/Palo-Alto/790-Rosewood-Dr-94303/home/1069501
4683150,3,2.0,2,0,6734.375999999999,2780,1926,8.0,76,55,98,False,False,False,True,654 CREEK DR,MENLO PARK,SAN MATEO COUNTY,94025,SINGLE FAMILY RESIDENTIAL,Sold,https://www.redfin.com/CA/Menlo-Park/654-Creek-Dr-94025/home/1112456
3633416,3,2.0,1,0,6734.375999999999,1596,1954,9.0,73,30,98,True,False,False,True,3917 NELSON DR,PALO ALTO,SANTA CLARA COUNTY,94306,SINGLE FAMILY RESIDENTIAL,nan,https://www.redfin.com/CA/Palo-Alto/3917-Nelson-Dr-94306/home/1159667
3244447,3,3.0,2,0,6734.375999999999,1770,1958,9.0,36,25,89,True,False,False,True,3551 GREER RD,PALO ALTO,SANTA CLARA COUNTY,94303,SINGLE FAMILY RESIDENTIAL,Sold,https://www.redfin.com/CA/Palo-Alto/3551-Greer-Rd-94303/home/1208722
3266412,3,2.0,1,0,6734.375999999999,1444,1946,9.0,61,25,96,True,False,False,True,872 FIELDING CT,PALO ALTO,SANTA CLARA COUNTY,94303,SINGLE FAMILY RESIDENTIAL,nan,https://www.redfin.com/CA/Palo-Alto/872-Fielding-Ct-94303/home/1211570
5486556,5,4.0,2,0,6734.375999999999,2862,2013,8.666666666666666,51,29,92,True,False,False,True,416 EL VERANO AVE,PALO ALTO,SANTA CLARA COUNTY,94306,SINGLE FAMILY RESIDENTIAL,nan,https://www.redfin.com/CA/Palo-Alto/416-El-Verano-Ave-94306/home/1222243
3179680,4,2.0,1,0,6734.375999999999,1499,1955,9.0,39,25,90,True,False,False,True,883 RORKE WAY,PALO ALTO,SANTA CLARA COUNTY,94303,SINGLE FAMILY RESIDENTIAL,nan,https://www.redfin.com/CA/Palo-Alto/883-Rorke-Way-94303/home/1276661
3254460,3,1.0,1,0,6734.375999999999,1188,1949,8.0,50,25,87,True,False,False,True,55 TULIP LN,PALO ALTO,SANTA CLARA COUNTY,94303,SINGLE FAMILY RESIDENTIAL,Sold,https://www.redfin.com/CA/Palo-Alto/55-Tulip-Ln-94303/home/1506210
2339241,2,1.0,1,0,6734.375999999999,840,1920,7.666666666666667,93,52,100,True,False,False,False,949 SCOTT ST,PALO ALTO,SANTA CLARA COUNTY,94301,SINGLE FAMILY RESIDENTIAL,nan,https://www.redfin.com/CA/Palo-Alto/949-Scott-St-94301/home/1506929
2456174,2,1.0,1,0,6734.375999999999,890,1938,7.666666666666667,80,39,94,False,False,False,True,3711 LA DONNA AVE,PALO ALTO,SANTA CLARA COUNTY,94306,SINGLE FAMILY RESIDENTIAL,Sold,https://www.redfin.com/CA/Palo-Alto/3711-La-Donna-Ave-94306/home/1541177
3127866,3,2.0,1,0,6734.375999999999,1216,1948,8.0,56,21,90,True,False,False,True,1055 EMBARCADERO RD,PALO ALTO,SANTA CLARA COUNTY,94303,SINGLE FAMILY RESIDENTIAL,Sold,https://www.redfin.com/CA/Palo-Alto/1055-Embarcadero-Rd-94303/home/1664882
4266586,5,3.0,2,0,6734.375999999999,2434,1955,8.666666666666666,43,28,90,True,False,False,True,3320 ST MICHAEL DR,PALO ALTO,SANTA CLARA COUNTY,94306,SINGLE FAMILY RESIDENTIAL,nan,https://www.redfin.com/CA/Palo-Alto/3320-St-Michael-Dr-94306/home/1666064
3761219,3,2.0,1,0,6734.375999999999,1836,1949,8.666666666666666,52,37,93,True,False,False,True,3278 BRYANT ST,PALO ALTO,SANTA CLARA COUNTY,94306,SINGLE FAMILY RESIDENTIAL,nan,https://www.redfin.com/CA/Palo-Alto/3278-Bryant-St-94306/home/1748449
5139202,4,2.0,2,0,6734.375999999999,1824,1930,7.666666666666667,29,38,85,True,False,False,True,4025 ORME ST,PALO ALTO,SANTA CLARA COUNTY,94306,SINGLE FAMILY RESIDENTIAL,Sold,https://www.redfin.com/CA/Palo-Alto/4025-Orme-St-94306/home/1748509
4407607,4,3.0,2,0,6734.375999999999,2641,1984,8.0,58,42,96,True,False,False,True,129 LOWELL AVE,PALO ALTO,SANTA CLARA COUNTY,94301,SINGLE FAMILY RESIDENTIAL,Sold,https://www.redfin.com/CA/Palo-Alto/129-Lowell-Ave-94301/home/1760396
3669181,3,2.0,1,0,6734.375999999999,1722,1950,9.0,57,39,97,True,False,False,True,3397 RAMONA ST,PALO ALTO,SANTA CLARA COUNTY,94306,SINGLE FAMILY RESIDENTIAL,nan,https://www.redfin.com/CA/Palo-Alto/3397-Ramona-St-94306/home/1762144
8592002,5,5.0,2,0,6734.375999999999,4708,1996,8.0,44,35,70,False,False,False,True,1585 EDGEWOOD DR,PALO ALTO,SANTA CLARA COUNTY,94303,SINGLE FAMILY RESIDENTIAL,nan,https://www.redfin.com/CA/Palo-Alto/1585-Edgewood-Dr-94303/home/1770278
3878941,3,2.0,1,0,6734.375999999999,1665,1948,8.0,53,30,78,True,False,False,True,1776 CHANNING AVE,PALO ALTO,SANTA CLARA COUNTY,94303,SINGLE FAMILY RESIDENTIAL,Sold,https://www.redfin.com/CA/Palo-Alto/1776-Channing-Ave-94303/home/1783405
5302782,3,2.0,1,0,6734.375999999999,2330,1954,8.0,7,24,50,True,False,False,True,4151 OLD TRACE RD,PALO ALTO,SANTA CLARA COUNTY,94306,SINGLE FAMILY RESIDENTIAL,nan,https://www.redfin.com/CA/Palo-Alto/4151-Old-Trace-Rd-94306/home/1802293
3725126,3,2.0,1,0,6734.375999999999,1770,1935,8.0,76,54,94,False,False,False,True,128 CORNELL RD,MENLO PARK,SAN MATEO COUNTY,94025,SINGLE FAMILY RESIDENTIAL,nan,https://www.redfin.com/CA/Menlo-Park/128-Cornell-Rd-94025/home/1809643
3235790,4,2.0,1,0,6734.375999999999,1754,1959,8.666666666666666,58,26,94,True,False,False,True,3396 MIDDLEFIELD RD,PALO ALTO,SANTA CLARA COUNTY,94306,SINGLE FAMILY RESIDENTIAL,nan,https://www.redfin.com/CA/Palo-Alto/3396-Middlefield-Rd-94306/home/1826703
2510153,2,1.0,1,0,6734.375999999999,900,1953,7.666666666666667,49,46,92,True,False,False,True,4297 WILKIE WAY,PALO ALTO,SANTA CLARA COUNTY,94306,SINGLE FAMILY RESIDENTIAL,Sold,https://www.redfin.com/CA/Palo-Alto/4297-Wilkie-Way-94306/home/2120689
3599780,4,3.0,1,0,6734.375999999999,2242,1953,7.666666666666667,85,48,95,True,False,False,True,4386 MILLER CT,PALO ALTO,SANTA CLARA COUNTY,94306,SINGLE FAMILY RESIDENTIAL,nan,https://www.redfin.com/CA/Palo-Alto/4386-Miller-Ct-94306/home/2120715
3580375,3,2.0,1,0,6734.375999999999,1390,1951,7.666666666666667,63,46,95,True,False,False,True,201 MONROE DR,MOUNTAIN VIEW,SANTA CLARA COUNTY,94040,SINGLE FAMILY RESIDENTIAL,Sold,https://www.redfin.com/CA/Mountain-View/201-Monroe-Dr-94040/home/2121121
3832555,3,3.0,2,0,6734.375999999999,2553,2000,7.666666666666667,75,47,99,True,False,False,True,4375 SILVA AVE,PALO ALTO,SANTA CLARA COUNTY,94306,SINGLE FAMILY RESIDENTIAL,Sold,https://www.redfin.com/CA/Palo-Alto/4375-Silva-Ave-94306/home/12171497
1210000,2,1.0,1,0,3236.5080000000003,528,1900,7.0,89,50,97,True,True,False,True,911 BORANDA AVE UNIT A,MOUNTAIN VIEW,SANTA CLARA COUNTY,94040,SINGLE FAMILY HOME,nan,https://www.redfin.com/CA/Mountain-View/911-Boranda-Ave-94040/unit-A/home/564556
3180000,4,2.5,2,2,8180.568,2106,1960,7.666666666666667,33,27,68,False,True,True,True,1095 ROCKEFELLER DR,SUNNYVALE,SANTA CLARA COUNTY,94087,SINGLE FAMILY HOME,nan,https://www.redfin.com/CA/Sunnyvale/1095-Rockefeller-Dr-94087/home/564811
2475000,3,2.0,1,2,7932.276000000001,1302,1956,6.666666666666667,63,43,99,True,True,True,True,128 PALMER AVE,MOUNTAIN VIEW,SANTA CLARA COUNTY,94043,SINGLE FAMILY HOME,Sold,https://www.redfin.com/CA/Mountain-View/128-Palmer-Ave-94043/home/577934
2460000,3,2.0,1,0,5362.236,1486,1950,7.0,80,46,96,True,True,True,True,1130 CASTRO ST,MOUNTAIN VIEW,SANTA CLARA COUNTY,94040,SINGLE FAMILY HOME,nan,https://www.redfin.com/CA/Mountain-View/1130-Castro-St-94040/home/578942
3975000,4,3.0,2,3,5362.236,2857,1967,9.0,15,27,58,True,True,True,True,1746 SELIG LN,LOS ALTOS,SANTA CLARA COUNTY,94024,SINGLE FAMILY HOME,nan,https://www.redfin.com/CA/Los-Altos/1746-Selig-Ln-94024/home/579015
3280000,3,2.0,1,2,6503.508,1436,1954,8.666666666666666,70,27,88,True,True,True,True,1736 PEARTREE LN,MOUNTAIN VIEW,SANTA CLARA COUNTY,94040,SINGLE FAMILY HOME,nan,https://www.redfin.com/CA/Mountain-View/1736-Peartree-Ln-94040/home/607904
2365000,3,2.0,1,2,5767.343999999999,1216,1955,6.666666666666667,64,41,98,True,True,True,True,2469 MARJORIE CT,MOUNTAIN VIEW,SANTA CLARA COUNTY,94043,SINGLE FAMILY HOME,Sold,https://www.redfin.com/CA/Mountain-View/2469-Marjorie-Ct-94043/home/608338
3368000,4,2.0,1,2,7967.124000000001,1978,1961,9.0,63,43,98,True,True,False,True,194 FERNE CT,PALO ALTO,SANTA CLARA COUNTY,94306,SINGLE FAMILY HOME,Sold,https://www.redfin.com/CA/Palo-Alto/194-Ferne-Ct-94306/home/609672
2000000,3,1.0,1,2,8925.444,1188,1950,7.0,41,42,84,True,True,True,True,134 BEATRICE ST,MOUNTAIN VIEW,SANTA CLARA COUNTY,94043,SINGLE FAMILY HOME,nan,https://www.redfin.com/CA/Mountain-View/134-Beatrice-St-94043/home/614414
2600000,4,2.0,1,2,5989.500000000001,1894,1938,7.0,67,47,96,False,True,True,True,1660 VILLA ST,MOUNTAIN VIEW,SANTA CLARA COUNTY,94041,SINGLE FAMILY HOME,Sold,https://www.redfin.com/CA/Mountain-View/1660-Villa-St-94041/home/615718
nan,nan,nan,1,0,7501.031999999999,7502,1945,7.0,88,48,94,False,False,False,True,575 PETTIS AVE,MOUNTAIN VIEW,SANTA CLARA COUNTY,94041,RESIDENTIAL LOT,Sold,https://www.redfin.com/CA/Mountain-View/575-Pettis-Ave-94041/home/617617
3407000,4,2.0,1,1,7501.031999999999,1876,2006,7.0,82,50,96,True,True,False,True,451 PALO ALTO AVE,MOUNTAIN VIEW,SANTA CLARA COUNTY,94041,SINGLE FAMILY HOME,Sold,https://www.redfin.com/CA/Mountain-View/451-Palo-Alto-Ave-94041/home/617624
2684000,3,2.0,1,1,5924.160000000001,1419,1952,7.0,81,51,99,True,True,True,True,186 DALMA DR,MOUNTAIN VIEW,SANTA CLARA COUNTY,94041,SINGLE FAMILY HOME,nan,https://www.redfin.com/CA/Mountain-View/186-Dalma-Dr-94041/home/619602
1780000,4,3.0,1,2,5815.26,1660,1955,6.666666666666667,70,26,98,True,True,True,True,758 TELFORD AVE,MOUNTAIN VIEW,SANTA CLARA COUNTY,94043,SINGLE FAMILY HOME,Sold,https://www.redfin.com/CA/Mountain-View/758-Telford-Ave-94043/home/620179
2500000,2,2.0,1,1,5048.604,1225,1926,7.0,87,55,97,True,True,True,True,372 LORETO ST,MOUNTAIN VIEW,SANTA CLARA COUNTY,94041,SINGLE FAMILY HOME,nan,https://www.redfin.com/CA/Mountain-View/372-Loreto-St-94041/home/621149
1550888,2,1.0,1,1,4155.624,835,1958,7.333333333333333,54,38,90,True,True,False,False,456 N WHISMAN RD,MOUNTAIN VIEW,SANTA CLARA COUNTY,94043,SINGLE FAMILY HOME,Sold,https://www.redfin.com/CA/Mountain-View/456-N-Whisman-Rd-94043/home/621820
2750000,3,2.5,2,2,4342.932,1586,1996,7.0,69,49,89,True,True,True,True,212 ORCHARD GLEN CT,MOUNTAIN VIEW,SANTA CLARA COUNTY,94043,SINGLE FAMILY HOME,Sold,https://www.redfin.com/CA/Mountain-View/212-Orchard-Glen-Ct-94043/home/621881
3055000,3,2.5,2,2,4556.376,2048,1986,7.0,59,41,91,True,True,True,True,629 CHARMAIN CIR,MOUNTAIN VIEW,SANTA CLARA COUNTY,94041,SINGLE FAMILY HOME,Sold,https://www.redfin.com/CA/Mountain-View/629-Charmain-Cir-94041/home/624798
2208000,3,2.0,1,2,6237.7919999999995,1509,1966,6.0,48,36,84,True,True,False,True,161 BUTANO AVE,SUNNYVALE,SANTA CLARA COUNTY,94086,SINGLE FAMILY HOME,Sold,https://www.redfin.com/CA/Sunnyvale/161-Butano-Ave-94086/home/627593
1350000,1,1.0,1,0,4961.484,633,1944,8.0,89,48,83,True,True,False,True,961 SHERWOOD AVE,LOS ALTOS,SANTA CLARA COUNTY,94022,SINGLE FAMILY HOME,nan,https://www.redfin.com/CA/Los-Altos/961-Sherwood-Ave-94022/home/634788
3600000,4,2.5,1,2,10641.707999999999,1942,1951,7.0,59,38,89,True,True,True,True,1349 ISABELLE AVE,MOUNTAIN VIEW,SANTA CLARA COUNTY,94040,SINGLE FAMILY HOME,Sold,https://www.redfin.com/CA/Mountain-View/1349-Isabelle-Ave-94040/home/640704
4500000,5,3.0,2,3,10262.736,3087,1999,8.666666666666666,82,43,87,True,True,True,True,1668 HOLLINGSWORTH DR,MOUNTAIN VIEW,SANTA CLARA COUNTY,94040,SINGLE FAMILY HOME,Sold,https://www.redfin.com/CA/Mountain-View/1668-Hollingsworth-Dr-94040/home/643500
3800000,3,2.5,1,2,13015.728000000001,2595,1972,8.666666666666666,64,43,93,True,True,True,True,969 EICHLER DR,MOUNTAIN VIEW,SANTA CLARA COUNTY,94040,SINGLE FAMILY HOME,nan,https://www.redfin.com/CA/Mountain-View/969-Eichler-Dr-94040/home/644151
2717000,3,2.5,2,2,2983.86,1756,1989,7.0,85,48,98,True,True,True,True,917 BORANDA AVE,MOUNTAIN VIEW,SANTA CLARA COUNTY,94040,SINGLE FAMILY HOME,Sold,https://www.redfin.com/CA/Mountain-View/917-Boranda-Ave-94040/home/644624
4080000,4,2.5,1,2,12423.312,2505,1966,8.666666666666666,48,19,75,True,True,True,True,1951 GOLDEN WAY,MOUNTAIN VIEW,SANTA CLARA COUNTY,94040,SINGLE FAMILY HOME,nan,https://www.redfin.com/CA/Mountain-View/1951-Golden-Way-94040/home/644914
2325000,4,2.5,1,2,6825.852,1562,1955,7.0,69,40,93,True,True,False,True,1523 MIRAMONTE AVE,MOUNTAIN VIEW,SANTA CLARA COUNTY,94040,SINGLE FAMILY HOME,nan,https://www.redfin.com/CA/Mountain-View/1523-Miramonte-Ave-94040/home/645069
